reference_id,date,time_of_day,time_of_day_recode,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_coastal_state_cow_code,latitude,longitude,location_precision,geolocation_source_imb,geolocation_source_imo,geolocation_source_asam,location_description,vessel_name,vessel_country,vessel_country_cow_code,vessel_status,violence_dummy,steaming_recode,incident_type_recode,incident_action_recode
"2927","2/29/2004","6:25","1",,,"Pakistan","Pakistan","770","24.7266667","61.9167","1","1",".",".","North Arabian Sea",,,,"Unspecified",,"-99",,"-99"
"2929","3/1/2004","23:15","3",,"Boarded","Indonesia","Indonesia","850","-6.0333333","106.9","1","1",".",".","Jakarta Roads, Indonesia","Allipen","Liberia","450","Anchored","1","2","1","2"
"2930","3/2/2004","2:15","4",,,"Bangladesh","Bangladesh","771","21.5625","91.5917","1","1",".",".","E of Maiskhal Island, Chittagong, Bangladesh","Gulf Discovery","Panama","95","Steaming",,"1",,"-99"
"2931","3/3/2004","4:00","4",,"Boarded","Indonesia","Indonesia","850","-6.02","106.9017","2","1",".",".","Tanjung Priok Anchorage, Jakarta, Indonesia (Used coordinates from other incidents)","Cape Henry","Liberia","450","Anchored",,"2","1","2"
"2935","3/5/2004","4:00","4",,"Boarded","Indonesia","Indonesia","850","1.2416667","103.3717","1","1",".",".","Singapore Stratis","Aqua Perdana","Indonesia","850","Steaming",,"1","1","2"
"2934","3/5/2004","2:15","4",,"Boarded","Indonesia","Indonesia","850","-6.02","106.9017","2","1",".",".","Tanjung Priok Port, Indonesia (Used coordinates from other incidents)","Iran Borhan","Iran","630","Berthed","1","3","1","2"
"2933","3/5/2004","21:10","3",,"Boarded","Colombia","Colombia","100","10.3193333","-75.5045","2","1",".",".","Mamonal Inner Harbor Anchorage, Colombia","Evrotas","Liberia","450","Anchored","1","2","1","2"
"2932","3/5/2004","14:30","2",,,"Indonesia","Indonesia","850","-1.8","108.0667","1","1",".",".","Indonesia","Lavendar Passage","Panama","95","Steaming",,"1",,"-99"
"2936","3/6/2004","5:40","4",,"Boarded","Indonesia","Indonesia","850","-6.02","106.9017","2","1",".",".","Tanjung Priok Port, Indonesia (Used coordinates from other incidents)","Iran Borhan","Iran","630","Berthed","1","3","1","2"
"2937","3/11/2004","3:30","4",,"Boarded","Venezuela","Venezuela","101","10.2428333","-64.59","2","1",".",".","Berth No.5, Port Guanta, Venezuela","MB Caribe","Liberia","450","Berthed",,"3","1","2"
"2938","3/13/2004","16:20","2",,"Fired Upon","Indonesia","Indonesia","850","4.8533333","98.325","1","1",".",".","Malacca Straits","Linda","Singapore","830","Steaming","1","1",,"3"
"2939","3/15/2004","2:00","4",,,"Liberia","Liberia","450","6.3333333","-10.7903","2","1",".",".","Monrovia Port, Liberia","Sophie Schulte","Gibraltar","200","Berthed",,"3",,"-99"
"2940","3/15/2004","1:00","4",,"Boarded","United Arab Emirates","United Arab Emirates","696","25.8688333","55.0067","2","1",".",".","South of Mubarak Field, Island of Abu Musa, UAE","KU591","UAE","696","Anchored","1","2","1","2"
"2942","3/16/2004","2:00","4",,,"Liberia","Liberia","450","6.3333333","-10.7903","2","1",".",".","Monrovia Port, Liberia","Sophie Schulte","Gibraltar","200","Berthed",,"3",,"-99"
"2941","3/16/2004","0:30","4",,"Boarded","Malaysia","Malaysia","820","1.2355","103.5783","1","1",".",".","West OPL Anchorage, Singapore Straits","An Hui","Singapore","830","Anchored","1","2","1","2"
"2943","3/17/2004","2:40","4",,"Boarded","Indonesia","Indonesia","850","-6.02","106.9017","1","1",".",".","Tanjung Priok Anchorage, Jakarta, Indonesia","Vijaudoot","India","750","Anchored",,"2","1","2"
"2944","3/17/2004","2:10","4",,"Boarded","Indonesia","Indonesia","850","-2.3083333","140.6417","1","1",".",".","Off Jayapura Irian Jaya, Indonesia","Yayasan Tujuh","Malaysia","820","Steaming","1","1","1","2"
"2945","3/21/2004","0:30","4",,"Boarded","Senegal","Senegal","433","14.676","-17.4247","4","1",".",".","Off Dakar, Senegal (Coded as Dakar Port)","Philine Schulte","Isle of Man","200","Steaming",,"1","1","2"
"2946","3/22/2004","Unspecified","-99",,"Hijacked","Bangladesh","Bangladesh","771","22.4666667","89.5933","4","1",".",".","Rampat Upazila, Bagerhat, Bangladesh (Located coordinates for Port of Mongla)","NA","Bangladesh","771","Steaming","1","1","1","1"
"2948","3/23/2004","1:30","4",,"Boarded","Indonesia","Indonesia","850","-4.0333333","106.6333","1","1",".",".","Indonesia","Gelora Jaya","Indonesia","850","Steaming","1","1","1","2"
"2947","3/23/2004","10:13","1",,"Boarded","Nigeria","Nigeria","475","5.5566667","5.4067","1","1",".",".","Warri River, Nigeria","MCT Almak","Liberia","450","Steaming","1","1","1","2"
"2950","3/24/2004","5:00","4",,"Boarded","Indonesia","Indonesia","850","3.9183333","98.7817","2","1",".",".","Berth 106, Belawan Port, Indonesia (Used coordinates from other incidents)","Isokaze","Panama","95","Berthed","1","3","1","2"
"2949","3/24/2004","5:05","4",,,"Indonesia","Indonesia","850","-1.35","116.9667","2","1",".",".","Balikpapan Anchorage, Indonesia (Used coordinates from other incidents)","Canna","Panama","95","Anchored",,"2",,"-99"
"2952","3/26/2004","10:00","1",,,"Indonesia","Indonesia","850","-1.65","104.8333","1","1",".",".","About 34m of Selat Berhala, Indonesia","Gelora Jaya","Indonesia","850","Steaming",,"1",,"-99"
"2951","3/26/2004","Unspecified","-99",,"Boarded","Venezuela","Venezuela","101","9.9721667","-61.8688","4","1",".",".","13m off Soldado Rock, Cedros, Trinidad and Tobago (Measured 20km SE of Soldado Rock into Columbus Channel)","NA","Trinidad & Tobago","52","Steaming","1","1","1","2"
"2953","3/27/2004","10:40","1",,"Fired Upon","Indonesia","Indonesia","850","5.7133333","97.8167","1","1",".",".","Malacca Straits","Prairie Sky","Panama","95","Steaming","1","1",,"3"
"2956","3/28/2004","1:00","4",,"Boarded","Venezuela","Venezuela","101","10.9466","-63.8502","4","1",".",".","Porlamar, Margarita, Venezuela","Dream Weaver III","Canada","20","Anchored",,"2","1","2"
"2955","3/28/2004","0:48","4",,,"Malaysia","Malaysia","820","2.6233333","101.4617","1","1",".",".","Malacca Straits","Vega Leader","Panama","95","Steaming",,"1",,"-99"
"2954","3/28/2004","19:00","3",,,"Malaysia","Malaysia","820","3.05","100.7833","1","1",".",".","One Fathom Bank, Malacca Straits","Duden","Turkey","640","Steaming","1","1",,"-99"
"2957","3/29/2004","3:30","4",,,"Nigeria","Nigeria","475","6.215","3.34","1","1",".",".","Lagos Anchorage, Nigeria","Genmar Harriet","Liberia","450","Anchored",,"2",,"-99"
"2958","3/30/2004","21:20","3",,"Boarded","Indonesia","Indonesia","850","-2.9666667","106.9717","1","1",".",".","Selat Leplia, Indonesia","White Cattleya 10","Panama","95","Steaming","1","1","1","2"
"2960","4/2/2004","3:30","4",,"Boarded","Jamaica","Jamaica","51","17.8566667","-77.603","2","1",".",".","Port Kaiser Alumina Jetty, Jamaica","Turmoil","Singapore","830","Berthed","1","3","1","2"
"2959","4/2/2004","6:50","1",,"Boarded","India","India","750","8.1","76.7167","1","1",".",".","Off Trivendram, SW coast of India","Sylvia Tide","Vanuatu","935","Steaming","1","1","1","2"
"2962","4/5/2004","4:00","4",,"Boarded","India","India","750","8.205","76.7733","1","1",".",".","20nm from Trivendram Aero Light, India","Spic Emerald","India","750","Steaming",,"1","1","2"
"2961","4/5/2004","15:00","2",,"Boarded","Costa Rica","Costa Rica","94","3.3333333","-84.7333","1","1",".",".","Off Colombia, Pacific Ocean","Yumemaru","Japan","740","Steaming","1","1","1","2"
"2963","4/7/2004","1:04","4",,"Boarded","Nigeria","Nigeria","475","5.4666667","5.0833","1","1",".",".","Escravos Anchorage, Nigeria","Ashabi","Nigeria","475","Anchored","1","2","1","2"
"2966","4/8/2004","Early Morning","4",,"Boarded","Indonesia","Indonesia","850","-1.35","116.9667","2","1",".",".","Balikpapan Anchorage, Indonesia (Used coordinates from other incidents)","Agios Nikolaos III","Malta","338","Anchored",,"2","1","2"
"2965","4/8/2004","23:00","3",,"Boarded","Indonesia","Indonesia","850","2.9766667","105.27","1","1",".",".","Off Anambas Island, South China Sea","Singapura Utara","Panama","95","Steaming","1","1","1","2"
"2964","4/8/2004","22:00","3",,"Boarded","Indonesia","Indonesia","850","1.6666667","102.1667","1","1",".",".","Malacca Straits","Atalanta","Singapore","830","Steaming","1","1","1","2"
"2968","4/9/2004","0:40","4",,"Boarded","Indonesia","Indonesia","850","3.0083333","105.1083","1","1",".",".","Off Anambas Island, South China Sea","Kashima Maru","Japan","740","Steaming","1","1","1","2"
"2967","4/9/2004","19:45","3",,,"China","China","710","20.3","114.2333","1","1",".",".","South China Sea","Hermes","Panama","95","Steaming",,"1",,"-99"
"2969","4/11/2004","19:00","3",,"Boarded","Philippines","Philippines","840","6.1744","118.581",,"1",".",".","In vicinity of Taganak Island, Sulu Sea, Philippines","East Ocean 2 & Sarinto 1","Malaysia","820","Steaming","1","1","1","2"
"2970","4/14/2004","15:30","2",,,"China","China","710","21.4683333","108.335","1","1",".",".","Fang Cheng Roads, China","Norsul Vitoria","Brazil","140","Anchored",,"2","-99","-99"
"2971","4/14/2004","0:42","4",,,"Cambodia","Cambodia","811","10.0916667","102.2417","1","1",".",".","Gulf of Thailand, Thailand","ASR","Malta","338","Steaming",,"1",,"-99"
"2972","4/15/2004","6:00","4",,"Boarded","Indonesia","Indonesia","850","-6.0333333","106.8833","2","1",".",".","Tanjung Priok, Jakarta, Indonesia (Used coordinates from other incidents)","Christiana L","Greece","350","Berthed",,"3","1","2"
"2973","4/15/2004","6:45","1",,"Boarded","India","India","750","20.2583333","71.4517","1","1",".",".","West coast of India","Spic Emerald","India","750","Steaming",,"1","1","2"
"2974","4/16/2004","17:40","2",,"Boarded","Indonesia","Indonesia","850","-1.35","116.9667","2","1",".",".","Coal Berth, Balikpapan, Indonesia (Used coordinates from other incidents)","Halo Cygnus","Panama","95","Berthed","1","3","1","2"
"2975","4/16/2004","0:30","4",,"Boarded","Indonesia","Indonesia","850","0.8333333","105.3","1","1",".",".","E of Bintan Island, Indonesia","Shimanami","Panama","95","Steaming","1","1","1","2"
"2977","4/17/2004","17:45","2",,,"Indonesia","Indonesia","850","-6.6366667","119.305","1","1",".",".","Flores Sea, Indonesia","Giovanni","Bahamas","31","Steaming",,"1",,"-99"
"2976","4/17/2004","Unspecified","-99",,"Boarded","Philippines","Philippines","840","6.1024","125.1743","4","1",".",".","Off General Santos City, Celebes Sea, Philippines","James Bond","Philippines","840","Steaming","1","1","1","2"
"2978","4/18/2004","5:20","4",,,"Colombia","Colombia","100","3.6566667","-77.1617","4","1",".",".","Buenaventura River, Colombia","CSAV Hamburgo","Antigua & Barbuda","58","Steaming",,"1",,"-99"
"2979","4/18/2004","17:50","2",,,"Oman","Oman","698","15.5983333","55.6883","1","1",".",".","Arabian Sea",,,,"Unspecified",,"-99",,"-99"
"2980","4/20/2004","17:20","2",,,"Indonesia","Indonesia","850","2.1","101.9583","1","1",".",".","Malacca Straits","Yue You 602","China","710","Steaming",,"1",,"-99"
"2981","4/20/2004","20:20","3",,"Boarded","Cote d'Ivoire","Cote d'Ivoire","437","5.2931667","-4","2","1",".",".","Container Terminal Abidjan Port, Ivory Coast","Sophie Schulte","Gibraltar","200","Berthed",,"3","1","2"
"2984","4/22/2004","2:36","4",,"Boarded","Indonesia","Indonesia","850","1.7101667","101.4638","1","1",".",".","Dumai Anchorage, Indonesia","Agawam","Bahamas","31","Anchored","1","2","1","2"
"2982","4/22/2004","15:10","2",,"Boarded","Indonesia","Indonesia","850","-3.1","106.9667","1","1",".",".","Gelasa Strait, Indonesia","Pac Palawan","Panama","95","Steaming","1","1","1","2"
"2983","4/22/2004","0:30","4",,,"Indonesia","Indonesia","850","-1.3283333","107.83","1","1",".",".","Indonesia","Lucasta","United Kingdom","200","Steaming","1","1",,"-99"
"2986","4/23/2004","3:10","4",,"Boarded","Jamaica","Jamaica","51","17.8233333","-77.1385","2","1",".",".","Rocky Point Inner Anchorage, Jamaica","Advance","Singapore","830","Anchored",,"2","1","2"
"2985","4/23/2004","Unspecified","-99",,"Fired Upon","Bangladesh","Bangladesh","771","21.9721","90.0183","4","1",".",".","Benin River, Warri, Niger Delta, Nigeria","NA","Unspecified","-99","Steaming","1","1",,"3"
"2988","4/25/2004","3:35","4",,"Boarded","Indonesia","Indonesia","850","1.05","105.29","1","1",".",".","E of Bintan Island, Indonesia","Eastern Eureka","Panama","95","Steaming","1","1","1","2"
"2987","4/25/2004","16:12","2",,"Boarded","Thailand","Thailand","800","13.0765","100.8765","2","1",".",".","Laemchabang Anchorage, Thailand (Located coordinates)","Iberian Express","Panama","95","Anchored",,"2","1","2"
"2989","4/25/2004","0:00","3",,"Boarded","Malaysia","Malaysia","820","5.252","100.1842","4","1",".",".","Pulau Kendi off Pulau Pangkor, Malaysia (Pulau Kendi is very small, measured half distance between Kendi and Penang Island)","NA","Unspecified","-99","Steaming","1","1","1","2"
"2990","5/2/2004","1:10","4",,"Boarded","Mauritania","Mauritania","435","20.9045","-17.0413","2","1",".",".","Inner Anchorage Nouadhibou, Mauritania","Roko","Bahamas","31","Anchored","1","2","1","2"
"2991","5/2/2004","2:10","4",,"Boarded","Mauritania","Mauritania","435","20.9045","-17.0413","2","1",".",".","Inner Anchorage Nouadhibou, Mauritania","Roko","Bahamas","31","Anchored","1","2","1","2"
"2992","5/3/2004","3:35","4",,"Boarded","Indonesia","Indonesia","850","1.7133333","101.465","2","1",".",".","Inner Roads Dumai Anchorage, Indonesia (Used coordinates from other incidents)","Ocean Manta","Singapore","830","Anchored","1","2","1","2"
"2994","5/4/2004","4:40","4",,"Boarded","Malaysia","Malaysia","820","5.815","118.0555","2","1",".",".","SPA Oil Berth, Sandakan Port, Malaysia (Located coordinates for Sandakan Port)","Stolt Hawk","Liberia","450","Berthed",,"3","1","2"
"2993","5/4/2004","1:25","4",,"Boarded","Ghana","Ghana","452","5.6","0.0083","1","1",".",".","Tema Outer Anchorage, Ghana","Cape Bille","Marshall Islands","983","Anchored","1","2","1","2"
"2995","5/7/2004","5:55","4",,"Boarded","India","India","750","13.095","80.375","1","1",".",".","Chennai Anchorage, India","Simba","Malta","338","Anchored","1","2","1","2"
"2996","5/8/2004","22:00","3",,"Boarded","Indonesia","Indonesia","850","-5.5916667","106.6612","1","1",".",".","20nm N of Pulau Panjang, Java Sea, Indonesia","Cathay 11","Singapore","830","Steaming","1","1","1","2"
"2999","5/9/2004","2:10","4",,"Boarded","Sierra Leone","Sierra Leone","451","8.5","-13.2265","2","1",".",".","Sierra Leone River, Anchorage Area F9, Sierra Leone","Eckhardt","Belize","80","Anchored",,"2","1","2"
"2998","5/9/2004","1:30","4",,"Boarded","Indonesia","Indonesia","850","1.4025","105.2675","1","1",".",".","E of Bintan Island, Indonesia","Damansara","Malaysia","820","Steaming","1","1","1","2"
"2997","5/9/2004","1:15","4",,"Boarded","Malaysia","Malaysia","820","1.2333333","103.5667","1","1",".",".","Western OPL Anchorage, Singapore Straits","Ocean Princess","Singapore","830","Anchored","1","2","1","2"
"3000","5/12/2004","Unspecified","-99",,"Boarded","Nigeria","Nigeria","475","6.193","3.3928","3","1",".",".","10m offshore Lagos, Nigeria (Measured 20km S of Appapa Port)","Zadar","Liberia","450","Anchored","1","2","1","2"
"3002","5/13/2004","7:30","1",,"Boarded","Indonesia","Indonesia","850","-6.0333333","106.8833","2","1",".",".","Tanjung Priok Anchorage, Jakarta, Indonesia (Used coordinates from other incidents)","Sinar Batam","Panama","95","Anchored",,"2","1","2"
"3001","5/13/2004","7:30","1",,"Boarded","Indonesia","Indonesia","850","-6.3563333","108.3875","2","1",".",".","Balongan Anchorage, Indonesia (Located coordinates)","Agate","Singapore","830","Anchored","1","2","1","2"
"3003","5/15/2004","2:10","4",,,"Sierra Leone","Sierra Leone","451","8.4898333","-13.2075","2","1",".",".","B1 Inner Road Anchorage, Freetown, Sierra Leone","Aramis A","Cyprus","352","Anchored",,"2",,"-99"
"3004","5/16/2004","Unspecified","-99",,"Boarded","Brazil","Brazil","140","-24.0833333","-46.3167","1","1",".",".","Ilhas Das Palmas (Guaruja), Santos, Brazil","NA","Brazil","140","Anchored",,"2","1","2"
"3005","5/16/2004","7:15","1",,,"India","India","750","13.1","80.3667","1","1",".",".","Outer Roads, Chennai, India","Marylebone","United Kingdom","200","Anchored","1","2",,"-99"
"3006","5/18/2004","5:20","4",,"Boarded","Senegal","Senegal","433","14.676","-17.4247","2","1",".",".","Dakar Anchorage, Senegal","Henriette Schulte","Cyprus","352","Anchored","1","2","1","2"
"3007","5/19/2004","19:35","3",,"Boarded","Indonesia","Indonesia","850","3.9183333","98.7817","2","1",".",".","Belawan Anchorage, Indonesia (Used coordinates from other incidents)","Sutra Satu","Malaysia","820","Anchored","1","2","1","2"
"3008","5/19/2004","21:00","3",,"Boarded","Malaysia","Malaysia","820","5.275","100.208","3","1",".",".","Gertak Sanggul, Balik Pulau, Penang Island, Malacca Straits (Measured 2km S of Gertak Sanggul)","NA","Malaysia","820","Steaming","1","1","1","2"
"3010","5/19/2004","1:00","4",,,"Colombia","Colombia","100","10.3216667","-75.525","1","1",".",".","Mamonal Inner Anchorage A, Colombia","Endurance","Singapore","830","Anchored",,"2",,"-99"
"3009","5/19/2004","4:35","4",,,"Malaysia","Malaysia","820","5.815","118.0555","2","1",".",".","SPA Berth No.1 A/B, Sandakan Port, Malaysia","Brother Glory","United Kingdom","200","Berthed",,"3",,"-99"
"3011","5/20/2004","2:20","4",,,"Honduras","Honduras","91","15.8333333","-87.9398","2","1",".",".","Puerto Cortes Anchorage, Honduras","Maersk Fremantle","United Kingdom","200","Anchored",,"2",,"-99"
"3012","5/23/2004","20:15","3",,"Boarded","China","China","710","22.3193333","114.1558",,"1",".",".","Lamma Island, Hong Kong, China (Located coordinates for Port of Hong Kong)","Chung Ho Lin","Hong Kong","710","Steaming","1","1","1","2"
"3013","5/24/2004","13:18","2",,,"Indonesia","Indonesia","850","0.9","105.0667","1","1",".",".","Selat Berhala, Indonesia","Jurong Bebaru","Singapore","830","Steaming",,"1",,"-99"
"3014","5/25/2004","3:50","4",,"Boarded","India","India","750","13.095","80.375","2","1",".",".","Chennai Anchorage, India (Used coordinates from other incidents)","Ruhunupura","Sri Lanka","780","Anchored","1","2","1","2"
"3015","5/26/2004","Night Hours","3",,"Boarded","India","India","750","13.095","80.375","4","1",".",".","Chennai Roads, India (Used coordinates from other incidents for Chennai Anchorage)","Tiger Cloud","Liberia","450","Anchored","1","2","1","2"
"3016","5/26/2004","2:30","4",,"Boarded","Malaysia","Malaysia","820","1.6166667","104.45","1","1",".",".","South China Sea","Rubin Stella","Panama","95","Steaming","1","1","1","2"
"3017","5/26/2004","4:15","4",,"Boarded","Malaysia","Malaysia","820","1.7","104.6667","1","1",".",".","South China Sea","Wan Hai 211","Singapore","830","Steaming","1","1","1","2"
"3018","5/27/2004","Night Hours","3",,,"India","India","750","13.095","80.375","2","1",".",".","Chennai Anchorage, India (Used coordinates from other incidents)","Ruhunupura","Sri Lanka","780","Anchored","1","2",,"-99"
"3019","5/29/2004","21:20","3",,,"Malaysia","Malaysia","820","5.085","100.17","1","1",".",".","Malacca Straits","Sun Gas","Panama","95","Steaming","1","1",,"-99"
"3020","5/31/2004","2:25","4",,"Boarded","Malaysia","Malaysia","820","1.5333333","104.6333","1","1",".",".","South China Sea","Rita D'amato","Italy","325","Steaming",,"1","1","2"
"3021","6/1/2004","23:25","3",,,"Indonesia","Indonesia","850","1.2","104.8333","1","1",".",".","E of Bintan Island, Indonesia","Finola","Denmark","390","Steaming",,"1",,"-99"
"3022","6/3/2004","Daylight Hours","2",,"Boarded","Kenya","Kenya","501","-4.0483333","39.645","2","1",".",".","Mombasa Inner Anchorage, Kenya","Beira 7","Korea","730","Anchored",,"2","1","2"
"3024","6/4/2004","21:15","3",,,"Peru (Peruvian point of view)","Peru (Peruvian point of view)","135","-8.2206667","-78.9983","2","1",".",".","Salaverry Anchorage, Peru","Ruby I","Malta","338","Anchored",,"2",,"-99"
"3023","6/4/2004","10:25","1",,"Fired Upon","Malaysia","Malaysia","820","4.975","98.6867","1","1",".",".","Malacca Straits","Qatif","Saudi Arabia","670","Steaming","1","1",,"3"
"3025","6/7/2004","19:40","3",,,"Somalia","Somalia","520","12.5","48.6333","1","1",".",".","Gulf of Aden","Astron Spirit","Hong Kong","710","Steaming","1","1",,"-99"
"3026","6/11/2004","3:10","4",,"Fired Upon","Indonesia","Indonesia","850","4.053","99.3557","1","1",".",".","Malacca Straits","Yon Pung Ho","North Korea","731","Steaming","1","1",,"3"
"3028","6/12/2004","4:00","4",,"Boarded","Cameroon","Cameroon","471","4.0431667","9.6667","2","1",".",".","Berth 8/9, Douala Port, Cameroon (Used coordinates from other incidents)","Clipper Ipanema","Bahamas","31","Berthed",,"3","1","2"
"3027","6/12/2004","5:30","4",,,"Indonesia","Indonesia","850","-5.9716667","105.9767","1","1",".",".","Merak Anchorage, Indonesia","Eastern Fortitude","Panama","95","Anchored","1","2",,"-99"
"3029","6/13/2004","5:40","4",,"Boarded","Cameroon","Cameroon","471","4.0431667","9.6667","2","1",".",".","Berth 8/9, Douala Port, Cameroon (Used coordinates from other incidents)","Clipper Ipanema","Bahamas","31","Berthed","1","3","1","2"
"3030","6/14/2004","1:30","4",,"Boarded","Dominican Republic","Dominican Republic","42","19.0822","-70.7005","2","1",".",".","Puerto Plata Port, Dominican Republic","Clipper Beaufort","Bahamas","31","Berthed","1","3","1","2"
"3031","6/15/2004","12:00","1",,,"Malaysia","Malaysia","820","5.4666667","98.5667","1","1",".",".","Malacca Straits","NMT Silvia","Panama","95","Steaming",,"1",,"-99"
"3032","6/19/2004","6:15","1",,"Boarded","Senegal","Senegal","433","14.6873333","-17.3893","1","1",".",".","Dakar Anchorage, Senegal","Lovestar","Malta","338","Anchored","1","2","1","2"
"3035","6/20/2004","1:00","4",,"Fired Upon","Malaysia","Malaysia","820","3.9833","100.1","3","1",".",".","Off Pulau Jarak, Malacca Straits","PKMA 8124","Malaysia","820","Steaming","1","1",,"3"
"3034","6/20/2004","18:00","2",,"Hijacked","United Arab Emirates","United Arab Emirates","696","26.1666667","55.7333","1","1",".",".","Off Saleh Maritime Oilfield, UAE","Victorious R151","UAE","696","Steaming","1","1","1","1"
"3033","6/20/2004","11:00","1",,"Fired Upon","Somalia","Somalia","520","10.5","51.25","1","1",".",".","Off Raas Xaafuun, Somalia","Alcor","United Kingdom","200","Anchored","1","2",,"3"
"3038","6/23/2004","4:00","4",,"Boarded","Guinea","Guinea","438","9.5098333","-13.7093","2","1",".",".","Conakry Port, Guinea","Norrland","Antigua & Barbuda","58","Berthed","1","3","1","2"
"3036","6/23/2004","4:50","4",,"Boarded","Indonesia","Indonesia","850","1.7133333","101.465","2","1",".",".","Caltex Berth No.3, Dumai, Indonesia (Used coordinates from other incidents)","United Will","Panama","95","Berthed","1","3","1","2"
"3037","6/23/2004","15:00","2",,,"Philippines","Philippines","840","6.1166667","119.0833","1","1",".",".","Sulu Sea, Philippines","Pacific Wyvern","Singapore","830","Steaming","1","1",,"-99"
"3039","6/27/2004","4:00","4",,"Boarded","Madagascar","Madagascar","580","-15.7226667","46.307","2","1",".",".","Majunga Inner Anchorage, Madagascar","African Trader","Greece","350","Anchored","1","2","1","2"
"3040","6/28/2004","14:45","2",,"Boarded","Indonesia","Indonesia","850","-6.0333333","106.8833","1","1",".",".","Tanjung Priok Anchorage, Jakarta, Indonesia","MSC Frederica","Cyprus","352","Anchored",,"2","1","2"
"3041","6/28/2004","18:15","3",,"Boarded","Ecuador","Ecuador","130","-2.2833333","-79.903","2","1",".",".","Outer Anchorage Guayaquil, Ecuador (Used coordinates from other incidents)","Aquitana","Liberia","450","Anchored","1","2","1","2"
"3042","7/4/2004","1:30","4",,"Boarded","Bangladesh","Bangladesh","771","22.1381667","91.7673","2","1",".",".","Chittagong Anchorage, Bangladesh (Used coordinates from other incidents)","Orient Wisdom","Panama","95","Anchored","1","2","1","2"
"3043","7/7/2004","6:50","1",,"Boarded","Jamaica","Jamaica","51","18.57","-77.4033","2","1",".",".","Anchorage Hotel, Port au Prince, Haiti","Eastern Sea","Malta","338","Anchored","1","2","1","2"
"3044","7/9/2004","23:30","3",,"Boarded","Bangladesh","Bangladesh","771","22.1816667","91.7917","1","1",".",".","Chittagong Anchorage C, Bangladesh","Sutra Empat","Malaysia","820","Anchored","1","2","1","2"
"3045","7/11/2004","11:30","1",,"Hijacked","Indonesia","Indonesia","850","-2.2566667","105.2667","1","1",".",".","Salat Bangka, Indonesia","Global Semasta Satu","Unspecified","-99","Steaming","1","1","1","1"
"3047","7/12/2004","2:30","4",,"Boarded","Malaysia","Malaysia","820","5.807","118.0997","1","1",".",".","Sandakan Inner Anchorage, Malaysia","Keneukai","Indonesia","850","Anchored",,"2","1","2"
"3046","7/12/2004","0:01","4",,"Boarded","Malaysia","Malaysia","820","3.2545","113.0563","2","1",".",".","Bintulu Anchorage, Sarawak, Malaysia (Located coordinates)","June Bride","Panama","95","Anchored","1","2","1","2"
"3048","7/20/2004","16:20","2",,,"Indonesia","Indonesia","850","5.7666667","97.6167","1","1",".",".","Malacca Straits","Velopoula","Greece","350","Steaming","1","1",,"-99"
"3049","7/20/2004","2:30","4",,"Boarded","Nigeria","Nigeria","475","6.3","3.3167","1","1",".",".","Lagos Anchorage, Nigeria","Lucasta","United Kingdom","200","Anchored","1","2","1","2"
"3050","7/22/2004","5:00","4",,"Boarded","Guinea","Guinea","438","9.5098333","-13.7093","2","1",".",".","Conakry Port, Guinea","Atlantis Charm","Cyprus","352","Berthed","1","3","1","2"
"3051","7/23/2004","5:30","4",,"Boarded","Guinea","Guinea","438","9.5098333","-13.7093","2","1",".",".","Conakry Port, Guinea","Atlantis Charm","Cyprus","352","Berthed","1","3","1","2"
"3052","7/25/2004","Night Hours","3",,"Boarded","Brazil","Brazil","140","-32.1833333","-51.9667","2","1",".",".","Rio Grande Outer Anchorage, Brazil (Used coordinates from other incidents)","Montemar Europa","Antigua & Barbuda","58","Anchored",,"2","1","2"
"3055","7/26/2004","22:30","3",,"Boarded","Senegal","Senegal","433","14.64","-17.3817","1","1",".",".","3m off Port Entrance, Dakar, Senegal","Merkur","Antilles Netherlands","210","Steaming","1","1","1","2"
"3056","7/26/2004","Late PM Hours","3",,"Boarded","Malaysia","Malaysia","820","3.9833","100.1","4","1",".",".","Off Pulau Jarak, Malacca Straits","Muara Sele","Indonesia","850","Steaming","1","1","1","2"
"3054","7/26/2004","20:40","3",,"Boarded","Indonesia","Indonesia","850","-6.0166667","105.9167","1","1",".",".","Anyer Anchorage, Indonesia","Antares Gas","Panama","95","Anchored","1","2","1","2"
"3053","7/26/2004","9:10","1",,"Boarded","Indonesia","Indonesia","850","4.8066667","98.6483","1","1",".",".","Malacca Straits","Hanjin Tampa","South Korea","732","Steaming","1","1","1","2"
"3058","7/27/2004","4:40","4",,"Boarded","Cote d'Ivoire","Cote d'Ivoire","437","5.2931667","-4","2","1",".",".","Abidjan Anchorage, Ivory Coast","Stena Victory","Bermuda","-99","Anchored","1","2","1","2"
"3057","7/27/2004","7:45","1",,,"India","India","750","8.8931","76.2108","3","1",".",".","18nm W of Quilon, Kerala, India","Sea Diamond III & Kirty II","Panama","95","Steaming",,"1",,"-99"
"3059","7/28/2004","Unspecified","-99",,,"Indonesia","Indonesia","850","-6.02","106.9017","2","1",".",".","Tanjung Priok Anchorage, Indonesia (Used coordinates from other incidents)","Rio Rubio","Liberia","450","Anchored","1","2",,"-99"
