reference_id,date,time_of_day,time_of_day_recode,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_coastal_state_cow_code,latitude,longitude,location_precision,geolocation_source_imb,geolocation_source_imo,geolocation_source_asam,location_description,vessel_name,vessel_country,vessel_country_cow_code,vessel_status,violence_dummy,steaming_recode,incident_type_recode,incident_action_recode
"1","1/2/1993","22:25","3",,,"Taiwan","Taiwan","713","19.7","116.9667","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Cosmic Leader","Philippines","840","Unspecified",,"-99","-99","-99"
"2","1/4/1993","1:45","4",,,"China","China","710","22.35","116","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Tricolor Star III","Panama","95","Unspecified",,"-99","-99","-99"
"3","1/6/1993",,"-99",,,"Taiwan","Taiwan","713","19.67","115.25","5","1",".",".","Hong Kong - Luzon - Hainan","Mv Arktis Star","Denmark","390","Unspecified",,"-99","-99","-99"
"4","1/6/1993",,"-99",,,"Algeria","Algeria","615","36.6715",,"5","1",".",".","Yellow Sea","Peiozyornyy","Russia","365","Unspecified",,"-99","-99","-99"
"5","1/8/1993","5:00","4",,,"China","China","710","29.9","124.5833","1","1",".",".","East China Sea","Ussurijsk","Russia","365","Unspecified",,"-99","-99","-99"
"6","1/12/1993","6:00","4",,,"Philippines","Philippines","840","18.1333333","120.2667","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Chennai Nermai","India","750","Unspecified",,"-99","-99","-99"
"7","1/13/1993","4:30","4",,,"Cambodia","Cambodia","811","9.7173","101.85","4","1",".",".","Gulf of Thailand. South China Sea","Emelyan Yaroslavskiy","Russia","365","Unspecified",,"-99","-99","-99"
"8","1/25/1993",,"-99",,,"Vietnam","Vietnam","816","8.5666667","106.8667","1","1",".",".","South China Sea","Mv Indira Ghandhi","Russia","365","Unspecified",,"-99","-99","-99"
"9","1/26/1993","16:45","2",,,"China","China","710","29","123.5","1","1",".",".","East China Sea","Mt Petrobulk Panther","Belgium","211","Unspecified",,"-99","-99","-99"
"11","1/26/1993","0:35","4",,,"Angola","Angola","540","-8.8","13.25","2","1",".",".","Luanda, Angola","Mv Bodrog","Hungary","310","Anchored",,"2","-99","-99"
"10","1/26/1993","20:30","3",,,"Philippines","Philippines","840","4.4333333","119.4","1","1",".",".","South China Sea","Mv Southern King","Panama","95","Unspecified",,"-99","-99","-99"
"12","1/27/1993","0:35","4",,,"Angola","Angola","540","-8.8","13.25","4","1",".",".","Port of Luanda, Angola",,,,"Unspecified",,"-99","-99","-99"
"13","2/4/1993","14:00","2",,,"China","China","710","25.75","123.1667","1","1",".",".","East China Sea","Sukhinichi","Russia","365","Unspecified",,"-99","-99","-99"
"14","2/5/1993","2:10","4",,,"Nigeria","Nigeria","475","5.0016667","7.2267","2","1",".",".","Bonny Anchorage, Nigeria","Mv Norgas Navigator","Norway","385","Anchored",,"2","-99","-99"
"15","2/6/1993","7:30","1",,,"Philippines","Philippines","840","16.5833333","118.1667","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Hulpha Kluang","Malaysia","820","Unspecified",,"-99","-99","-99"
"16","2/15/1993","22:00","3",,,"China","China","710","38.6974","121.2995","3","1",".",".","7.4 miles SE of Waglan. South China Sea","Mv Marine Peace","Panama","95","Unspecified",,"-99","-99","-99"
"17","2/16/1993","16:00","2",,,"Philippines","Philippines","840","19.3166667","118.7167","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Lion","Denmark","390","Unspecified",,"-99","-99","-99"
"19","2/16/1993","3:30","4",,,"Tanzania","Tanzania","510","-6.775","39.3533","2","1",".",".","Dar-Es-Salam Anchor, Tanzania","Mv Socol 5","Panama","95","Unspecified",,"-99","-99","-99"
"21","2/16/1993","4:03","4",,,"Paracel Islands","Paracel Islands","710","17.3333333","111.0333","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Mary Nour","Panama","95","Unspecified",,"-99","-99","-99"
"18","2/16/1993","20:20","3",,,"Paracel Islands","Paracel Islands","710","15.7833333","111.2","1","1",".",".",,"Mt Samuel L. Cobb","USA","2","Unspecified",,"-99","-99","-99"
"20","2/16/1993","3:30","4",,,"Tanzania","Tanzania","510","-6.775","39.3533","4","1",".",".","Dar-Es-Salam Roads, Tanzania",,,,"Unspecified",,"-99","-99","-99"
"22","2/18/1993",,"-99",,,"Taiwan","Taiwan","713","19.67","115.25","4","1",".",".","Western Luzon. Hong Kong - Luzon - Hainan","Mv Aleksandr Tsyurupa","Russia","365","Unspecified",,"-99","-99","-99"
"23","2/25/1993","19:45","3",,,"Vietnam","Vietnam","816","8.5166667","104.4","1","1",".",".","South China Sea","Mv Great Amity","Panama","95","Unspecified",,"-99","-99","-99"
"24","2/25/1993","18:50","3",,,"South Korea","South Korea","732","36.2","124.4333","1","1",".",".","East China Sea","Mv Komsomolets","Russia","365","Unspecified",,"-99","-99","-99"
"25","2/28/1993","16:45","2",,,"Pakistan","Pakistan","770","24.7847","67.1457","2","1",".",".","Base Creek, Anchor. Arabian Sea","Mv Alam Sempurna","Malaysia","820","Anchored",,"2","-99","-99"
"26","3/1/1993","12:45","2",,,"Somalia","Somalia","520","8.9333333","50.5833","1","1",".",".","Somalia","Somalian Glory","Malta","338","Unspecified",,"-99","-99","-99"
"27","3/3/1993","15:15","2",,,"China","China","710","25.4333333","120.4667","1","1",".",".","Taiwan Sea","Mv Tulsidas","India","750","Unspecified",,"-99","-99","-99"
"28","3/5/1993","22:25","3",,,"Philippines","Philippines","840","17.6","120.0667","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Zirje","Yugoslavia","345","Unspecified",,"-99","-99","-99"
"29","3/6/1993","5:00","4",,,"Indonesia","Indonesia","850","3.8","98.7167","1","1",".",".","Straits of Malacca-Indonesia","Mv Kavo Sidero","Greece","350","Unspecified",,"-99","-99","-99"
"30","3/19/1993","20:00","3",,,"China","China","710","37.2833333","122.7667","1","1",".",".","East China Sea","Mv Sibirskiy 2114","Russia","365","Unspecified",,"-99","-99","-99"
"31","3/21/1993",,"-99",,,"Taiwan","Taiwan","713","19.67","115.25","4","1",".",".","SW of Hong Kong. Hong Kong - Luzon - Hainan","M69204Y","Hong Kong","710","Unspecified",,"-99","-99","-99"
"32","3/21/1993","14:00","2",,,"Vietnam","Vietnam","816","15","109.5","1","1",".",".","South China Sea","Mt Suci","Malaysia","820","Unspecified",,"-99","-99","-99"
"34","3/23/1993","1:25","4",,,"Indonesia","Indonesia","850","3.8166667","105.85","1","1",".",".","South China Sea","Mv Kurama","Panama","95","Unspecified",,"-99","-99","-99"
"33","3/23/1993","14:15","2",,,"China","China","710","26.75","124.3333","1","1",".",".","East China Sea","Mv Vsip Pyatnitskiy","Russia","365","Unspecified",,"-99","-99","-99"
"35","3/24/1993","4:10","4",,,"Brazil","Brazil","140","-22.8933333","-43.1667","2","1",".",".","Anchorage, Rio de Janeiro, Brazil","Mv Santos Express","Bahamas","31","Anchored",,"2","-99","-99"
"36","4/2/1993","10:20","1",,,"China","China","710","38.7931","121.7766","3","1",".",".","30 miles East of Waglan. Hong Kong - Luzon - Hainan","Mv Bunga Terasek","Malaysia","820","Unspecified",,"-99","-99","-99"
"37","4/4/1993","5:35","4",,,"Japan","Japan","740","22.7333333","123.8","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Pernas Proton","Malaysia","820","Unspecified",,"-99","-99","-99"
"38","4/4/1993","15:00","2",,,"China","China","710","22.3333333","115.6667","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Birlad","Romania","360","Unspecified",,"-99","-99","-99"
"39","4/8/1993","4:22","4",,,"Vietnam","Vietnam","816","12.5166667","111.4167","1","1",".",".","South China Sea","Mv NL Trader","Hong Kong","710","Unspecified",,"-99","-99","-99"
"40","4/13/1993","1:30","4",,,"Taiwan","Taiwan","713","19.67","115.25","4","1",".",".","Hong Kong Harbour. Hong Kong - Luzon - Hainan","MV Baltimar Neptune","Denmark","390","Unspecified",,"-99","-99","-99"
"41","4/17/1993","20:00","3",,,"Paracel Islands","Paracel Islands","710","17.6333333","115.6167","1","1",".",".","Hong Kong - Luzon - Hainan","MV Sun Kung No. 8","Hong Kong","710","Unspecified",,"-99","-99","-99"
"43","4/22/1993","16:05","2",,,"Taiwan","Taiwan","713","20.3","117.35","1","1",".",".","Hong Kong - Luzon - Hainan","MV OOCL Beacon","Cyprus","352","Unspecified",,"-99","-99","-99"
"44","4/22/1993","23:00","3",,,"Indonesia","Indonesia","850","3.7766667","98.6767","2","1",".",".","Belawan Port. Straits of Malacca-Indonesia","Mv Magic Lady","Liberia","450","Unspecified",,"-99","-99","-99"
"42","4/22/1993","16:00","2",,,"Taiwan","Taiwan","713","19.4","116.0833","1","1",".",".","Hong Kong - Luzon - Hainan","MV Salud Ace","Philippines","840","Unspecified",,"-99","-99","-99"
"46","4/23/1993","4:00","4",,,"Taiwan","Taiwan","713","21.1666667","116.7833","1","1",".",".","Hong Kong - Luzon - Hainan","Bukhta","Russia","365","Unspecified",,"-99","-99","-99"
"45","4/23/1993","2:40","4",,,"Taiwan","Taiwan","713","20.8","117.5","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Old Sea Beacon","Russia","365","Unspecified",,"-99","-99","-99"
"48","4/29/1993","2:55","4",,,"Japan","Japan","740","28.85","126.0333","1","1",".",".","East China Sea","MT President","Panama","95","Unspecified",,"-99","-99","-99"
"47","4/29/1993",,"-99",,,"Paracel Islands","Paracel Islands","710","17.926","114.1833","3","1",".",".","300 miles South of Hong Kong. Hong Kong - Luzon - Hainan","Mv Zhongshan","Singapore","830","Unspecified",,"-99","-99","-99"
"49","5/2/1993","23:35","3",,,"South Korea","South Korea","732","35.2333333","124.95","1","1",".",".","East China Sea","Mv Konstantin","Russia","365","Unspecified",,"-99","-99","-99"
"50","5/3/1993","13:00","2",,,"Philippines","Philippines","840","17.3","120.05","1","1",".",".","South China Sea",,"Denmark","390","Unspecified",,"-99","-99","-99"
"52","5/4/1993","23:25","3",,,"Taiwan","Taiwan","713","19.3123","115.984","3","1",".",".","235 miles SE of Hong Kong. Hong Kong - Luzon - Hainan","Mv Tricolor Star III","Panama","95","Unspecified",,"-99","-99","-99"
"51","5/4/1993","11:05","1",,,"South Korea","South Korea","732","35.7833333","123.85","1","1",".",".","East China Sea","Mv Komsomlskaya Smena","Russia","365","Unspecified",,"-99","-99","-99"
"53","5/17/1993","4:00","4",,,"Nigeria","Nigeria","475","6.45","3.3767","3","1",".",".","16 miles South of Lagos, Nigeria","Mt Petrobulk Panther","Belgium","211","Unspecified",,"-99","-99","-99"
"54","5/19/1993","3:45","4",,,"Indonesia","Indonesia","850","-5.95","106","4","1",".",".","Alongside Prointal Jetty, Indonesia","Maersk Sussex","IOM","-99","Unspecified",,"-99","-99","-99"
"55","5/24/1993",,"-99",,,"Indonesia","Indonesia","850","3.5","100.1667","1","1",".",".","Straits of Malacca-Indonesia","Mv Star Lily","Hong Kong","710","Unspecified",,"-99","-99","-99"
"56","5/25/1993",,"-99",,,"Indonesia","Indonesia","850","-5.7833333","108.7167","1","1",".",".","Java Sea","Mt Timur Mercury","Bahamas","31","Unspecified",,"-99","-99","-99"
"57","5/25/1993",,"-99",,,"Indonesia","Indonesia","850","6.9833333","108.4","1","1",".",".","South China Sea","Mv Pina","Hong Kong","710","Unspecified",,"-99","-99","-99"
"58","6/2/1993",,"-99",,,"China","China","710","37.4333333","122.1833","2","1",".",".","Port of Weihaiwei. East China Sea","Mv Sibirskiy-2114","Russia","365","Unspecified",,"-99","-99","-99"
"59","6/3/1993",,"-99",,,"Indonesia","Indonesia","850","1.6766667","101.45","2","1",".",".","Dumai Port. Straits of Malacca-Indonesia","Mt Timur Endurance","Bahamas","31","Unspecified",,"-99","-99","-99"
"61","6/9/1993","3:00","4",,,"Malaysia","Malaysia","820","2.25","101.9","1","1",".",".","Straits of Malacca-Malaysia","Mt Royal Arrow","Liberia","450","Unspecified",,"-99","-99","-99"
"60","6/9/1993","23:00","3",,,"China","China","710","27.6166667","124.6667","1","1",".",".","East China Sea","Mv Soyuz 4","Russia","365","Unspecified",,"-99","-99","-99"
"62","6/11/1993","7:00","1",,,"Japan","Japan","740","22.75","124.1667","1","1",".",".","East China Sea","Mt Dooyang Amber","Korea","732","Unspecified",,"-99","-99","-99"
"63","6/11/1993","19:00","3",,,"China","China","710","37.7","123.5667","1","1",".",".","East China Sea","Mv Kap. Modest Ivanov","Russia","365","Unspecified",,"-99","-99","-99"
"64","6/12/1993","0:25","4",,,"Sri Lanka","Sri Lanka","780","6.95","79.8432","4","1",".",".","Colombo Outer Road, Sri Lanka","Mv Tiger Stream","Germany","255","Unspecified",,"-99","-99","-99"
"65","6/13/1993","19:55","3",,,"China","China","710","36.8166667","123.3167","1","1",".",".","East China Sea","Gorets","Russia","365","Unspecified",,"-99","-99","-99"
"66","6/15/1993",,"-99",,,"China","China","710","29.0791","122.9286","3","1",".",".","150NM SE of Shanghai. East China Sea","Mv Kovdor","Russia","365","Unspecified",,"-99","-99","-99"
"67","6/16/1993",,"-99",,,"China","China","710","29.2179","125.1539","5","1",".",".","East China Sea","Mv Tokarevsk","Russia","365","Unspecified",,"-99","-99","-99"
"68","6/17/1993","20:30","3",,,"China","China","710","29.7833333","127.5","1","1",".",".","East China Sea","Mv Elm","Panama","95","Unspecified",,"-99","-99","-99"
"69","6/21/1993","0:30","4",,,"Nigeria","Nigeria","475","6.2833333","3.3667","1","1",".",".","Nigeria","Mt Dan Frigg","Denmark","390","Unspecified",,"-99","-99","-99"
"70","6/24/1993","5:38","4",,,"China","China","710","20.4166667","111.2333","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Kapitan Betkher","Russia","365","Unspecified",,"-99","-99","-99"
"71","6/25/1993","21:40","3",,,"Colombia","Colombia","100","3.8766667","-77.0667","2","1",".",".","Inner Anchorage, Buenaventura, Colombia","Mv Crion","Malta","338","Unspecified",,"-99","-99","-99"
"72","6/25/1993","3:30","4",,,"South Korea","South Korea","732","35.0666667","128.6167","1","1",".",".","East China Sea","Gorets","Russia","365","Unspecified",,"-99","-99","-99"
"74","6/26/1993","13:50","2",,,"China","China","710","20.9666667","110.5833","1","1",".",".","China","Mv Pavel Rybin","Russia","365","Unspecified",,"-99","-99","-99"
"75","6/26/1993","1:00","4",,,"Indonesia","Indonesia","850","5.25","106.5","1","1",".",".","South China Sea","Mv Far Trader","St. Vincent and Grenadine","57","Unspecified",,"-99","-99","-99"
"73","6/26/1993",,"-99",,,"Taiwan","Taiwan","713","20.7666667","116.25","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Kap. Leo. Borisenko","Ukraine","369","Unspecified",,"-99","-99","-99"
"76","7/6/1993","21:00","3",,,"Taiwan","Taiwan","713","20.0333333","115.7","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Khudozhnik","Russia","365","Unspecified",,"-99","-99","-99"
"78","7/7/1993","3:45","4",,,"Indonesia","Indonesia","850","4.1833333","99.4333","1","1",".",".","Straits of Malacca-Indonesia","Mv Faarabi","Iran","630","Unspecified",,"-99","-99","-99"
"77","7/7/1993","8:00","1",,,"South Korea","South Korea","732","35.3166667","124.1333","1","1",".",".","East China Sea","Mv Valeriy Volkov","Russia","365","Unspecified",,"-99","-99","-99"
"79","7/8/1993","17:00","2",,,"South Korea","South Korea","732","35.3333333","124.1667","1","1",".",".","East China Sea","Mv Evgenity Zuluz","Russia","365","Unspecified",,"-99","-99","-99"
"80","7/14/1993","17:10","2",,,"China","China","710","22.3","115.2167","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Ivan Skuridin","Russia","365","Unspecified",,"-99","-99","-99"
"81","7/15/1993","8:00","1",,,"China","China","710","22.4","115.15","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Ko Mal San","North Korea","731","Unspecified",,"-99","-99","-99"
"82","8/13/1993","21:43","3",,,"China","China","710","22.1333333","115.1","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Hermes Hope","Liberia","450","Unspecified",,"-99","-99","-99"
"83","8/20/1993","4:00","4",,,"Indonesia","Indonesia","850","-7.1885","112.7467","4","1",".",".","Berlian barat, Surabaya, Indonesia","Mt Kitsa","Cyprus","352","Unspecified",,"-99","-99","-99"
"84","8/28/1993","10:30","1",,,"Taiwan","Taiwan","713","19.5783333","115.4533","1","1",".",".","Hong Kong - Luzon - Hainan","Mv A.J. 1","Cyprus","352","Unspecified",,"-99","-99","-99"
"85","9/2/1993","0:01","4",,,"Indonesia","Indonesia","850","3.7766667","98.6767","2","1",".",".","Berth 105, Belawan Port, Indonesia","Mv Gold Future","Panama","95","Unspecified",,"-99","-99","-99"
"86","9/9/1993","9:30","1",,,"Angola","Angola","540","-5.915","13.965","1","1",".",".","Angola","Mv Tilly","Panama","95","Unspecified",,"-99","-99","-99"
"87","9/11/1993","1:15","4",,,"Indonesia","Indonesia","850","1","105","1","1",".",".","Indonesia","Mv Kota Intan","Singapore","830","Unspecified",,"-99","-99","-99"
"88","9/21/1993","5:30","4",,,"Philippines","Philippines","840","17.7166667","120.1667","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Inger Riis","Denmark","390","Unspecified",,"-99","-99","-99"
"89","9/27/1993","3:00","4",,,"Indonesia","Indonesia","850","3.7766667","98.6767","2","1",".",".","Berth 108-109, Belawan Port, Indonesia","Mv Macknight","Malta","338","Unspecified",,"-99","-99","-99"
"90","9/29/1993","23:30","3",,,"Brazil","Brazil","140","-24.1483333","-46.33","4","1",".",".","Outer Road, Santos, Brazil","Mv Sao Paulo","Vanuatu","935","Unspecified",,"-99","-99","-99"
"91","10/8/1993","23:30","3",,,"Brazil","Brazil","140","-24.1483333","-46.33","4","1",".",".","Outer Road, Santos, Brazil","Mv Betelgeuse","Brazil","140","Unspecified",,"-99","-99","-99"
"92","10/17/1993","17:00","2",,,"Philippines","Philippines","840","18.28","120.2867","1","1",".",".","Hong Kong - Luzon - Hainan","Mt BP Admiral","Bermuda","200","Unspecified",,"-99","-99","-99"
"93","10/19/1993","19:30","3",,,"Indonesia","Indonesia","850","-9.1666667","115.8667","1","1",".",".","Indonesia","Gullhaar","Norway","385","Unspecified",,"-99","-99","-99"
"94","10/22/1993","23:45","3",,,"Vietnam","Vietnam","816","8.2833333","106.6667","1","1",".",".","Kampuchea","Mv Nordsino","Cyprus","352","Unspecified",,"-99","-99","-99"
"95","10/26/1993","13:30","2",,,"Guyana","Guyana","110","6.8216667","-58.17","2","1",".",".","Georgetown, Guyana","Mv Cottica","Hong Kong","710","Unspecified",,"-99","-99","-99"
"96","10/28/1993","4:30","4",,,"Indonesia","Indonesia","850","-4.7333333","98.5833","1","1",".",".","Indonesia","Mv Impala","Antigua and Barbuda","58","Unspecified",,"-99","-99","-99"
"97","11/2/1993","16:05","2",,,"Bangladesh","Bangladesh","771","22.0833","90.8333","2","1",".",".","Off Brul Reach, Gange River, India","LPG/C Polar Endurance","Bahamas","31","Unspecified",,"-99","-99","-99"
"98","11/5/1993","10:50","1",,,"Taiwan","Taiwan","713","19.8666667","118.3667","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Kayax","Panama","95","Unspecified",,"-99","-99","-99"
"99","11/12/1993","22:30","3",,,"Sri Lanka","Sri Lanka","780","6.9499","79.6487","3","1",".",".","12NM off Colombo Port, Sri Lanka","Mv Lanka Asitha","Cyprus","352","Unspecified",,"-99","-99","-99"
"100","12/4/1993","2:30","4",,,"Philippines","Philippines","840","17.95","120.1833","1","1",".",".","Hong Kong - Luzon - Hainan","Mv Alam Teladan","Malaysia","820","Unspecified",,"-99","-99","-99"
"101","12/6/1993","23:30","3",,,"Internationa Waters (Indian Ocean)","Indonesia","850","1.8333333","89.3333","1","1",".",".","Indian Ocean","Mv Usguaua","Argentina","160","Unspecified",,"-99","-99","-99"
"102","12/9/1993",,"-99",,,"Indonesia","Indonesia","850","3.7766667","98.6767","2","1",".",".","Belawan Port, Indonesia","Mv Sea Laurel","Antigua and Barbuda","58","Unspecified",,"-99","-99","-99"
"103","11/30/1992",,"-99",,,"China","China","710","22.23333333","113.5833","4","1",".",".","Zhuhai, China. Hong Kong - Luzon - Hainan","Mv Universal Admiral","Russia","365","Unspecified",,"-99","-99","-99"
"104","1/2/1994","Unspecified","-99",,,"China","China","710","22.0166667","116.1","1","1",".",".","South China Sea","Francesia","Unspecified","-99","Unspecified",,"-99",,"-99"
"105","1/5/1994","4:45","4",,"Hijacked","Paracel Islands","Paracel Islands","710","13.6333333","112.0333","1","1",".",".","South China Sea","Jui Ho","Taiwan","710","Unspecified","1","-99","1","1"
"107","1/9/1994","22:20","3",,,"Indonesia","Indonesia","850","1.1833333","103.4","1","1",".",".","STM-INDO","Joyama Maru","Japan","740","Unspecified",,"-99",,"-99"
"108","1/9/1994","0:45","4",,"Boarded","Malaysia","Malaysia","820","1.3","103.4833","1","1",".",".","Indonesia","Gyoko Maru","Japan","740","Unspecified",,"-99","1","2"
"106","1/9/1994","23:30","3",,"Boarded","Indonesia","Indonesia","850","1.1666667","103.45","1","1",".",".","STM-INDO","Hellespont P","Liberia","450","Unspecified",,"-99","1","2"
"109","1/10/1994","Unspecified","-99",,"Boarded","Philippines","Philippines","840","18.5666667","118.1167","1","1",".",".","HLH Area","Peder Most","Denmark","390","Unspecified",,"-99","1","2"
"110","1/11/1994","1:00","4",,,"Bangladesh","Bangladesh","771","22.2383333","91.8267","2","1",".",".","Chittagong B, Bangladesh","Moon Bird","Denmark","390","Unspecified",,"-99",,"-99"
"111","1/12/1994","0:20","4",,"Boarded","Indonesia","Indonesia","850","1.2333333","104.0833","1","1",".",".","Singapore Straits","Bophuthatbwana","St. Vincent & Grenadines","57","Unspecified",,"-99","1","2"
"113","1/16/1994","8:55","1",,"Boarded","China","China","710","28.5666667","123.9","1","1",".",".","East China Sea","Lucie Schulte","St. Vincent & Grenadines","57","Unspecified",,"-99","1","2"
"112","1/16/1994","6:00","4",,"Boarded","Vietnam","Vietnam","816","10.3","107.0833","1","1",".",".","Vietnam","Diyyinah","UAE","696","Unspecified",,"-99","1","2"
"114","1/22/1994","1:20","4",,"Boarded","Egypt","Egypt","651","29.8166667","32.55","2","1",".",".","No.8 Suez Canal, Egypt","Landka Asitha","Cyprus","352","Unspecified",,"-99","1","2"
"116","1/25/1994","0:20","4",,"Boarded","Indonesia","Indonesia","850","1.25","103.3167","1","1",".",".","STM-INDO","Aries Has","Panama","95","Unspecified",,"-99","1","2"
"115","1/25/1994","5:30","4",,"Boarded","Philippines","Philippines","840","17.6833333","119.9667","1","1",".",".","HLH Area","Hans Oldendorff","Singapore","830","Unspecified",,"-99","1","2"
"117","1/26/1994","2:00","4",,,"Jamaica","Jamaica","51","17.7366667","-76.7533",,"1",".",".","Off Kingston, Jamaica, Carribean","Victoria Faith","Hong Kong","710","Unspecified",,"-99","-99","-99"
"118","1/27/1994","Unspecified","-99",,,"China","China","710","29.0791","122.9286","4","1",".",".","East China Sea","Nanshin Maru","Panama","95","Unspecified",,"-99","-99","-99"
"119","1/27/1994","22:00","3",,"Hijacked","Philippines","Philippines","840","20","121.4","1","1",".",".","HLH Area","Alicia Star","Panama","95","Unspecified","1","-99","1","1"
"120","1/30/1994","4:50","4",,"Boarded","Paracel Islands","Paracel Islands","710","14.9","110.7667","1","1",".",".","HLH Area","Kota Mulia","Malaysia","820","Unspecified",,"-99","1","2"
"121","2/10/1994","4:30","4",,"Hijacked","Djibouti","Djibouti","522","11.6666667","43.1667","1","1",".",".","Somalia","MV Castor","Malta","338","Unspecified","1","-99","1","1"
"122","2/16/1994","Unspecified","-99",,,"Paracel Islands","Paracel Islands","710","13.6333333","112.0333","1","1",".",".","HLH Area","Vlaherna","Cyprus","352","Unspecified",,"-99","-99","-99"
"123","2/16/1994","3:00","4",,"Boarded","Philippines","Philippines","840","15.0133333","121.5933","2","1",".",".","Manila Port, Philippines","Nord Light","Cyprus","352","Unspecified",,"-99","1","2"
"124","2/21/1994","13:40","2",,,"Spratly Islands","Spratly Islands","816","12.2833333","112.9","1","1",".",".","South China Sea","Rita Del Mar","Norway","385","Unspecified",,"-99",,"-99"
"125","2/27/1994","1:20","4",,"Boarded","Taiwan","Taiwan","713","22.9833333","121.6433","1","1",".",".","HLH Area","Keumgang Glory","South Korea","732","Unspecified",,"-99","1","2"
"126","3/8/1994","2:30","4",,"Boarded","Indonesia","Indonesia","850","-1.3666667","116.95","1","1",".",".","Indonesia","Timur Endurance","Bahamas","31","Unspecified",,"-99","1","2"
"127","3/12/1994","1:15","4",,,"Vietnam","Vietnam","816","8.4666667","106.3333","1","1",".",".","Kampuchea","Santa Esmeralda","Singapore","830","Unspecified",,"-99",,"-99"
"128","3/14/1994","5:00","4",,"Boarded","Senegal","Senegal","433","14.676","-17.4247","2","1",".",".","Dakar Roads, Senegal","Peder Most","Denmark","390","Unspecified",,"-99","1","2"
"129","3/15/1994","1:00","4",,"Boarded","Sri Lanka","Sri Lanka","780","6.945","79.7583","1","1",".",".","Sri Lanka","California Zeus","Hong Kong","710","Unspecified",,"-99","1","2"
"130","3/20/1994","18:45","3",,"Hijacked","China","China","710","22.555","114.1945","2","1",".",".","TCS No.2 Buoy, Hong Kong (Coded as Hong Kong Port)","Tequila","Honduras","91","Unspecified","1","-99","1","1"
"131","3/25/1994","23:10","3",,,"China","China","710","22.6166667","116.1167","1","1",".",".","East China Sea","Khudozhnik N. Rer","Russia","365","Unspecified",,"-99",,"-99"
"133","3/26/1994","13:45","2",,,"Taiwan","Taiwan","713","25.9833333","121.6433","1","1",".",".","East China Sea","Nordsung","Cyprus","352","Unspecified",,"-99",,"-99"
"132","3/26/1994","8:10","1",,"Boarded","China","China","710","22.1166667","114.2667","1","1",".",".","East China Sea","Shun Ping","Panama","95","Unspecified",,"-99","1","2"
"134","4/19/1994","14:15","2",,"Boarded","Vietnam","Vietnam","816","13.3883333","110.4717","1","1",".",".","South China Sea","Kota Indah","Singapore","830","Unspecified",,"-99","1","2"
"135","4/23/1994","5:10","4",,,"Philippines","Philippines","840","19.6041667","121.22","1","1",".",".","Philippines","Forum Wind","Cyprus","352","Unspecified",,"-99",,"-99"
"136","4/25/1994","2:30","4",,"Boarded","Indonesia","Indonesia","850","-6.0976667","106.9025","2","1",".",".","Tanjung Priok Roads, Indonesia","Ikan Beliak","Singapore","830","Unspecified",,"-99","1","2"
"137","5/3/1994","11:00","1",,"Hijacked","China","China","710","18.75","107.3","1","1",".",".","Gulf of Tonkin","M63807A","Hong Kong","710","Unspecified","1","-99","1","1"
"138","5/8/1994","2:00","4",,"Boarded","Indonesia","Indonesia","850","3.7836667","98.7007","2","1",".",".","Belawan Roads, Indonesia","Bangkok Navee","Thailand","800","Unspecified",,"-99","1","2"
"139","5/16/1994","2:00","4",,"Boarded","Brazil","Brazil","140","-24.637","-48.4877","2","1",".",".","Santos Roads, Brazil","Alaska","Cyprus","352","Unspecified",,"-99","1","2"
"140","5/17/1994","0:05","4",,"Boarded","Indonesia","Indonesia","850","3.7836667","98.7007","2","1",".",".","Outer Anchorage, Dar Es Salaam, Tanzania","Finnwood","Bahamas","31","Unspecified",,"-99","1","2"
"141","5/22/1994","1:40","4",,,"Philippines","Philippines","840","17.6","119.95","1","1",".",".","HLH Area","Timber Trader XII","Panama","95","Unspecified",,"-99",,"-99"
"142","5/24/1994","3:30","4",,"Boarded","Indonesia","Indonesia","850","3.7836667","98.7007","2","1",".",".","Belawan, Indonesia","Nordstar","Panama","95","Unspecified",,"-99","1","2"
"143","5/30/1994","2:35","4",,"Boarded","Brazil","Brazil","140","-24.637","-46.305","2","1",".",".","Santos Roads, Brazil","Cap Polonio","Germany","260","Unspecified",,"-99","1","2"
